לְהִשְׁתַּקֵּף	lehiʃtaˈkef
בבהירות	bivhiˈrut
בַּלְשָׁן	balˈʃan
מְשׁוּכְלָל	meʃuxˈlal
חֲשׁוּבָה	xaʃuˈva
להדרים	lehadˈrim
תּוֹאַר	ˈtoʔar
רחוץ	raˈxuts
לְהִיכָּלֵל	lehikaˈlel
לְרַמֵז	leraˈmez
להישקל	lehiʃaˈkel
לִיצוֹק	litˈsok
חַתַן	xaˈtan
לנקז	lenaˈkez
אווז	aˈvaz
לְהֵיעַטֵף	leheʔaˈtef
לְהִתְנַדֵּף	lehitnaˈdef
להישאף	lehiʃaˈʔef
לְטַפֵּל	letaˈpel
זַהוֹב	zaˈhov
מִבְרָק	mivˈrak
דִּיבּוּב	diˈbuv
שְׁמִיעַה	ʃmiˈʔa
פּוֹלִיטִיקַה	poˈlitika
לְקַייֵם	lekaˈjem
ניקוז	niˈkuz
הדעת	hadaˈʔat
אֵבְרַה	evˈra
לְהַאַרִיךְ	lehaʔaˈrix
לייאש	lejaˈʔeʃ
תֵיאוּם	teˈʔum
מַזָּל	maˈzal
תַּקָּנָה	takaˈna
להתנסות	lehitnaˈsot
חַזָּן	xaˈzan
לגדוע	ligˈdoa
שֶׁבַח	ˈʃevax
לדבוב	lidˈbov
לְהִתְכַּלּוֹת	lehitkaˈlot
לְהֵיעַכֵל	leheʔaˈxel
לְהַרְטִיב	leharˈtiv
דל	ˈdal
להיפרק	lehipaˈrek
להיכזב	lehikaˈzev
חוּפָּה	xuˈpa
דָּגָן	daˈgan
שִׁיגוּר	ʃiˈgur
לְהַכִין	lehaˈxin
לְחַייֵב	lexaˈjev
להיקלט	lehikaˈlet
לְהַמוֹת	lehaˈmot
זַרַז	zaˈraz
צְנוֹבָר	tsnoˈvar
לַאַנַשִׁים	laʔanaˈʃim
מָתַי	maˈtaj
להניף	lehaˈnif
ישים	jaˈsim
לְהַחְבִּיא	lehaxˈbi
לִכְהוֹת	lixˈhot
שאיפה	ʃeʔiˈfa
זלזל	zalˈzal
מגהץ	magˈhets
הישראלי	hajisraeˈli
לְהִשְׂתַרֵעַ	lehistaˈrea
מלבד	milˈvad
בְּלִיטָה	bliˈta
הַדַּעַת	hadaˈʔat
לְהִתְחַלֵּק	lehitxaˈlek
שַׁלְשֶׁלֶת	ʃalˈʃelet
רַזֵה	raˈze
לְהִתְפַקְשֵׁשׁ	lehitfakˈʃeʃ
לשדך	leʃaˈdex
תפיחה	tfiˈxa
להתערב	lehitʔaˈrev
מכתם	mixˈtam
נַווֵה	naˈve
לרתך	leraˈtex
פְּסִיעַה	psiˈʔa
נֶכֶד	ˈnexed
להיוועץ	lehivaˈʔets
לְלַחֵךְ	lelaˈxex
נָקִי	naˈki
אבק	aˈvak
קיבוץ	kiˈbuts
להיוולד	lehivaˈled
להלחים	lehalˈxim
לתאוב	litˈʔov
מחזה	maxaˈze
לְהַשְׁקִיעַ	lehaʃˈkia
להיגוז	lehiˈgoz
לכתות	lixˈtot
צְנוֹבַר	tsnoˈvar
רָחָב	raˈxav
לְבָרֵא	levaˈre
תמצית	tamtˈsit
פְּלַסְטֵלִינַה	plasteˈlina
עוֹצְמַה	otsˈma
שמרן	ʃamˈran
מעונן	meʔuˈnan
מתמטיקה	mateˈmatika
לְהַשְׁרִישׁ	lehaʃˈriʃ
קן	ˈken
התנגדות	hitnagˈdut
איתור	iˈtur
עֲשָׁשִׁית	aʃaˈʃit
להיבגד	lehibaˈged
רצון	ratˈson
פִּרְאִי	pirˈʔi
טבעי	tivˈʔi
ליכסון	lixˈsun
להגליד	lehagˈlid
לְהַתְקִין	lehatˈkin
מַחְסַנִית	maxsaˈnit
להתאבל	lehitʔaˈbel
לְהִתְבַּדֵּל	lehitbaˈdel
מַשְׁמַעוּתִי	maʃmaʔuˈti
לקט	ˈleket
יַדְעַן	jadˈʔan
לְהִתְאַנֵּחַ	lehitʔaˈneax
לְהַצִיעַ	lehaˈtsia
לסחוף	lisˈxof
לְהַצְפִּין	lehatsˈpin
לתרגם	letarˈgem
לשייך	leʃaˈjex
עלון	aˈlon
נקניקייה	naknikiˈja
כַּאֲשֶׁר	kaʔaˈʃer
טִיט	ˈtit
פַּתְייַן	patˈjan
חֲרִיגָה	xariˈga
תעודה	teʔuˈda
לִשְׁקוֹעַ	liʃˈkoa
זָדוֹן	zaˈdon
שְׁאֵרִית	ʃeʔeˈrit
לְרַטֵּט	leraˈtet
מַעַקֵה	maʔaˈke
מחבט	maxˈbet
שיפשוף	ʃifˈʃuf
לִיעוֹף	liˈʔof
לְהַשְׁתִּיל	lehaʃˈtil
לתחקר	letaxˈker
עִנְייַן	inˈjan
לבעור	livˈʔor
שיעבוד	ʃiʔaˈbud
מִלְפַנִים	milfaˈnim
עשוי	aˈsuj
לִרְתּוֹם	lirˈtom
לְהִישַׁחֵק	lehiʃaˈxek
לְפוֹצֵץ	lefotˈsets
להיחכר	lehexaˈxer
תהלוכה	tahaluˈxa
דוּכַן	duˈxan
לְהֵירַקֵב	leheraˈkev
הַנְחַיַה	hanxaˈja
לקיים	lekaˈjem
הַצַצַה	hatsatˈsa
אֵלּוּ	eˈlu
להקריח	lehakˈriax
צָמִיג	tsaˈmig
לְהִתְאַכְזֵב	lehitʔaxˈzev
להנפיש	lehanˈpiʃ
לצמוק	litsˈmok
להיפרץ	lehipaˈrets
לעשות	leʔaˈsot
רֵפֵת	ˈrefet
לְייַדֵּעַ	lejaˈdea
הַעְפָּלָה	haʔapaˈla
לָגוּר	laˈgur
תַמְרוּק	tamˈruk
בלימה	bliˈma
דופן	ˈdofen
פסוק	paˈsuk
חַבְרוּתִי	xavruˈti
לְפַהֵק	lefaˈhek
משופם	mesuˈpam
אַמִיד	aˈmid
דוּגְרִי	ˈdugri
פּוֹרֵה	poˈre
תִינוֹק	tiˈnok
חבישה	xaviˈʃa
תימלול	timˈlul
שוחר	ʃoˈxer
סִיּוּט	siˈjut
אַכְזַבַה	axzaˈva
מְחִיקַה	mexiˈka
אַלַה	aˈla
לכווץ	lexaˈvets
לְטַמְטֵם	letamˈtem
לֵאֵחוֹז	leʔeˈxoz
קִיצוּץ	kitˈsuts
תְּנוּדָה	tnuˈda
תיפקוד	tifˈkud
להצביע	lehatsˈbia
דוגרי	ˈdugri
יַרֵחַ	jaˈreax
מַפְרֵט	mafˈret
טֵלֵווִיזְיַה	teleˈvizja
מוּזָר	muˈzar
לכבס	lexaˈbes
יסוד	jeˈsod
לְהִשְׁתּוֹבֵב	lehiʃtoˈvev
מְסִירוּת	mesiˈrut
לְהִיקָּלֵעַ	lehikaˈlea
טוֹב	ˈtov
להתרשל	lehitraˈʃel
חָצֵר	xatˈser
תַקְרִית	takˈrit
בַּדְלָנוּת	badlaˈnut
כְּשֶׁהוּא	kʃeˈhu
לְהִסְתַייֵעַ	lehistaˈjea
גּוֹרֵם	goˈrem
לרקוד	lirˈkod
לצחצח	letsaxtˈseax
נַגַח	naˈgax
יָרָק	jaˈrak
לגשת	laˈgeʃet
פרס	pˈras
לְהִינָּגַע	lehinaˈga
מלוכה	meluˈxa
רְפִיסוּת	refiˈsut
לְהִשְׁתַּפְשֵׁף	lehiʃtafˈʃef
לְהַסוֹת	lehaˈsot
שׁוֹטֶה	ʃoˈte
העניין	haʔinˈjan
רְנָנָה	renaˈna
שַׂרַת	saˈrat
נחלה	naxaˈla
לְרַסֵן	leraˈsen
מְטוּגָּן	metuˈgan
לְהִיגַנֵב	lehigaˈnev
לְהַפְגִּיז	lehafˈgiz
גופני	gufaˈni
לְהַבְקִיעַ	lehavˈkia
מגיפה	mageˈfa
אָחוֹר	aˈxor
להתמיה	lehatˈmia
לחבור	laxaˈvor
עמל	aˈmal
משלב	miʃˈlav
גְּעָרָה	geʔaˈra
לְהִיבַּדֵק	lehibaˈdek
מיוחד	mejuˈxad
גַשׁוֹשׁ	gaˈʃoʃ
בָּדוּי	baˈduj
לִדְגּוֹל	lidˈgol
הישענות	hiʃaʔaˈnut
לקפות	lekaˈpot
שְׂדֵרַה	sdeˈra
שְׁכוּנָה	ʃxuˈna
להתחנך	lehitxaˈnex
להיבדות	lehibaˈdot
ריווי	riˈvuj
הֲרָרִי	haraˈri
לַחַנוֹךְ	laxaˈnox
לַעֲתוֹר	laʔaˈtor
לְהַשְׁפִּיעַ	lehaʃˈpia
לִטְרוֹד	litˈrod
הֵתְקֵף	hetˈkef
אִמְרָה	imˈra
לִימּוּד	liˈmud
חִימּוּשׁ	xiˈmuʃ
נִיכּוּי	niˈkuj
צְבָאִי	tsvaˈʔi
לִכְבּוֹת	lixˈbot
מְנוּמַס	menuˈmas
לִבְגּוֹד	livˈgod
לאבק	leʔaˈbek
לִלְהוֹב	lilˈhov
לְהִתְכּוֹפֵף	lehitkoˈfef
להיחפר	lehexaˈfer
גַבַּה	gaˈba
מִשְׁפַּחְתִי	miʃpaxˈti
לְהִישַׁנֵק	lehiʃaˈnek
נכות	naˈxut
נול	ˈnul
עִיצּוּם	itˈsum
לגהק	legaˈhek
מִרְצֶפֶת	mirtˈsefet
באריכות	baʔariˈxut
עדי	aˈdi
לַעַג	ˈlaʔag
לרטט	leraˈtet
מאופק	meʔuˈpak
לְהִתְנַצֵל	lehitnatˈsel
לעקור	laʔaˈkor
לְבַרְבֵּר	levarˈber
טֵירוּף	teˈruf
לְפַרְשֵׁן	lefarˈʃen
שנתי	ʃnaˈti
לַרוּץ	laˈruts
נַעַל	ˈnaʔal
תּוּשִׁייָּה	tuʃiˈja
להבליע	lehavˈlia
תִיסְכּוּל	tisˈkul
זָמִין	zaˈmin
תַרְשִׁים	tarˈʃim
אחוז	aˈxuz
להיקשר	lehikaˈʃer
לְהִתְגַּבֵּר	lehitgaˈber
לנכר	lenaˈker
לְצַלֵם	letsaˈlem
בְּמַקְבִּיל	bemakˈbil
מוסלמי	musleˈmi
הקדמה	hakdaˈma
להתנער	lehitnaˈʔer
להיסתם	lehisaˈtem
לְהִשְׁתַדֵךְ	lehiʃtaˈdex
בִּירַה	ˈbira
מסכן	misˈken
לִסְקוֹר	lisˈkor
לְאַייֵּת	leʔaˈjet
לְהִתְחַשֵּׁק	lehitxaˈʃek
מקש	maˈkaʃ
לְקַשֵׁט	lekaˈʃet
לְצַנֵּן	letsaˈnen
עָקוּר	aˈkur
לָעוּר	laˈʔur
סלון	saˈlon
לָשִׂיחַ	laˈsiax
לְהַשְׁפְּרִיץ	lehaʃpˈrits
אַמַה	aˈma
לָזוּן	laˈzun
פֶּתַח	ˈpetax
פִּיתָּה	piˈta
עַגְבַנִייַה	agvaniˈja
הַזוּי	haˈzuj
חגיגי	xagiˈgi
לְהִתְרַגֵשׁ	lehitraˈgeʃ
לִזְרוֹעַ	lizˈroa
פרשה	paraˈʃa
דַגֵשׁ	daˈgeʃ
כס	ˈkes
לִקְבּוֹעַ	likˈboa
חִילַזוֹן	xilaˈzon
סך	ˈsax
הַעֲבָרָה	haʔavaˈra
צלחת	tsaˈlaxat
תַּייָּר	taˈjar
תְמִיסַה	tmiˈsa
לְהִילָּבֵשׁ	lehilaˈveʃ
תחמוצת	taxˈmotset
מגולוון	megulˈvan
לְזַרֵז	lezaˈrez
גיליון	gilaˈjon
בטלן	batˈlan
תַגְלִית	tagˈlit
דִּילֶמָה	diˈlema
בִּלְתִי	bilˈti
נהג	neˈhag
לקרוס	likˈros
בלייזר	bˈlejzer
לְהִתְחַטֵא	lehitxaˈte
להפחיד	lehafˈxid
לְנַעֵר	lenaˈʔer
לְהִתְכַּתֵב	lehitkaˈtev
לא	lo
לשתף	leʃaˈtef
לַהֲזוֹת	lahaˈzot
בבונג	baboˈnag
יין	ˈjajin
חַלוּפַה	xaluˈfa
לְהָרִים	lehaˈrim
כותרת	koˈteret
בִּרְיוֹן	birˈjon
לְרַשְׁרֵשׁ	leraʃˈreʃ
לְהִישָּׂכֵר	lehisaˈxer
לשלטט	leʃalˈtet
חוסר	ˈxoser
מִצְעָד	mitsˈʔad
אַסְפַּקַה	aspaˈka
נוֹדּ	ˈnod
גולה	goˈla
עין	ˈajin
יבלת	jaˈbelet
לְשַׁלֵם	leʃaˈlem
פִּינַה	piˈna
סטירה	stiˈra
אַחְייָן	axˈjan
גִזְעַן	gizˈʔan
לְהַעַמִיד	lehaʔaˈmid
יִיצּוּא	jitˈsu
למלוק	limˈlok
סִיפּוּק	siˈpuk
גִּזְרָה	gizˈra
תַפּוּחַ	taˈpuax
לְהִתְנַקֵּשׁ	lehitnaˈkeʃ
לשקוע	liʃˈkoa
סִימּוּן	siˈmun
תחפושת	taxˈposet
הַאֲבָסָה	haʔavaˈsa
צנון	tsˈnon
שָׁלוּחַ	ʃaˈluax
כְּנִיסָה	kniˈsa
זַעַם	ˈzaʔam
צלף	tsaˈlaf
להסתקרן	lehistakˈren
טיב	ˈtiv
לְהִתְפַּצְפֵּץ	lehitpatsˈpets
בִּילוּשׁ	biˈluʃ
רְפוּאַה	refuˈʔa
לְפַטֵר	lefaˈter
קִרְיָה	kirˈja
אָרוּס	aˈrus
געשיות	gaʔaʃiˈjut
יתד	jaˈted
שאור	seˈʔor
להרעיש	leharˈʔiʃ
בלטה	baˈlata
עִיקֵשׁ	iˈkeʃ
נְייָר	neˈjar
תְּעִייָּה	teʔiˈja
אוניברסיטה	uniˈversita
למעון	limˈʔon
לְהִתְייַשֵּׁר	lehitjaˈʃer
מִילֶנְיוּם	miˈlenjum
מְנַהֵל	menaˈhel
לִדְלוֹג	lidˈlog
מוֹתֶק	ˈmotek
לִשְׁתּוֹל	liʃˈtol
לִיבוֹשׁ	liˈvoʃ
עֲסִיסִי	asiˈsi
בַּיִת	ˈbajit
לִנְטוֹת	linˈtot
להלאות	lehalˈʔot
עֶצֶר	etser
לעטור	laʔaˈtor
לקנוס	likˈnos
לְהַשְׁאִיר	lehaʃˈʔir
סֵפֵל	ˈsefel
זָכוּי	zaˈxuj
לְהַקְלִיט	lehakˈlit
רֶגֶב	ˈregev
עָתָק	aˈtak
מבול	maˈbul
לְהִתְפּוֹגֵג	lehitpoˈgeg
הפכפך	hafaxˈpax
פרך	ˈperex
הִיטַּמְּעוּת	hitamˈʔut
לתלתל	letalˈtel
לְחַלֵק	lexaˈlek
לִשְׁמוֹן	liʃˈmon
לסגנן	lesagˈnen
חַרְסִינַה	xarˈsina
סֵפֶל	ˈsefel
לְגַנֵּן	legaˈnen
הֶישֵּׂג	heˈseg
עִיּוּן	iˈjun
קַטוּעַ	kaˈtua
תַּקְלִיט	takˈlit
לְהַקִּיף	lehaˈkif
חתיך	xaˈtix
לֹא	lo
בְּרָכָה	braˈxa
להכזיב	lehaxˈziv
אֵלִיל	eˈlil
רְשִׁימַה	reʃiˈma
אבטחה	avtaˈxa
אַגָּדָה	agaˈda
לְהַחַלִישׁ	lehaxaˈliʃ
להאביס	lehaʔaˈvis
לְמוֹטֵט	lemoˈtet
הֲזִייָּה	haziˈja
שִׁיגַיוֹן	ʃigaˈjon
לְהִצְטַמֵק	lehitstaˈmek
הַזַנַה	hazaˈna
לגייר	legaˈjer
שְׂמֹאלַה	sˈmola
לִגְרוֹף	ligˈrof
עַד	ˈad
לְחוֹפֵף	lexoˈfef
לְהִתְנַצֵּל	lehitnatˈsel
לְאַלְתֵר	leʔalˈter
מַדְחֵס	madˈxes
להטריח	lehatˈriax
לִכְרוֹךְ	lixˈrox
להצטחק	lehitstaˈxek
לְהוֹדוֹת	lehoˈdot
שָׁטוּחַ	ʃaˈtuax
קָשׁוּר	kaˈʃur
לקמוץ	likˈmots
תִּידְרוּךְ	tidˈrux
מועט	muˈʔat
לְהֵיחַפֵר	lehexaˈfer
גחלת	gaˈxelet
לחייץ	lexaˈjets
מס	ˈmas
שתילה	ʃtiˈla
למלא	lemaˈle
נַזֶּלֶת	naˈzelet
הַגְדַרַה	hagdaˈra
מַמָּשִׁיּוּת	mamaʃiˈjut
רעיון	raʔaˈjon
מִצְעַר	mitsˈʔar
להכות	lehaˈkot
להשכין	lehaʃˈkin
פרגולה	ˈpergola
צַמֵרֵת	tsaˈmeret
מְפוּבְּרַק	mefubˈrak
אֲמִיתּוּת	amiˈtut
מנוון	menuˈvan
לְהִיסַפֵד	lehisaˈfed
כָּזֶה	kaˈze
לגבי	legaˈbei
בִּיקוֹרֵת	biˈkoret
אפל	aˈfel
לְהֵיחַלֵץ	lehexaˈlets
מוסכמה	muskaˈma
אִימּוּץ	iˈmuts
חַקִירַה	xakiˈra
הַדְגָּמָה	hadgaˈma
להקל	lehaˈkel
קירקוף	kirˈkuf
להתבשל	lehitbaˈʃel
חֲשִׂיפָה	xasiˈfa
לְהִסְתוֹבֵב	lehistoˈvev
כַּרְכּוֹב	karˈkov
לְהִתְנַייֵד	lehitnaˈjed
מַעַלִית	maʔaˈlit
להיחרט	lehexaˈret
לְפַייֵּס	lefaˈjes
מרצפת	mirtˈsefet
מַשׂוֹשׂ	maˈsos
אַשְׁלְגַן	aʃleˈgan
לְהִתְרַטֵּב	lehitraˈtev
פַּעֲמוֹן	paʔaˈmon
תקופה	tkuˈfa
לְכַבֵּס	lexaˈbes
לצדד	letsaˈded
לְהִתְאַזֵן	lehitʔaˈzen
עבש	aˈveʃ
ראש	ˈroʃ
דַף	ˈdaf
להיבוך	lehiˈbox
תשורה	tʃuˈra
סְפּוֹרְט	sˈport
לְהַשְׁחִיז	lehaʃˈxiz
לְהִתְלַקֵּחַ	lehitlaˈkeax
לְהַתְרִיס	lehatˈris
הסעה	hasaˈʔa
לשוש	laˈsus
תבונה	tvuˈna
תְעוּזַה	teʔuˈza
להירתע	leheraˈtea
מְעוּלֵה	meʔuˈle
לַעֲדוֹר	laʔaˈdor
לְהִתְחַזֵּר	lehitxaˈzer
לְפַזֵּם	lefaˈzem
צַנְחָן	tsanˈxan
תַּאֲווָה	taʔaˈva
לְרַצֵּף	leratˈsef
להתרשם	lehitraˈʃem
לְהִשְׂתָּרֵג	lehistaˈreg
לְהִתְנַקוֹת	lehitnaˈkot
לִמְזוֹג	limˈzog
בִּלְעָדִיּוּת	bilʔadiˈjut
הֶסְבֵּר	hesˈber
מְקוּטָּע	mekuˈta
להרפות	leharˈpot
לְקַרֵב	lekaˈrev
מְסִילָּה	mesiˈla
לְפַשֵׂק	lefaˈsek
נְטִיעַה	netiˈʔa
לסת	ˈleset
לגחוך	ligˈxox
בִּינָה	biˈna
לִשְׁפּוֹךְ	liʃˈpox
רִישָּׁיוֹן	riʃaˈjon
מושיע	moˈʃia
אַחְרַאִי	axraˈʔi
ללחוץ	lilˈxots
קינמון	kinaˈmon
ברווז	barˈvaz
תמרוק	tamˈruk
אַרוּחַה	aruˈxa
לשמור	liʃˈmor
תַעַנוּג	taʔaˈnug
מוֹדִיעִין	modiˈʔin
אִיוּשׁ	iˈjuʃ
לִקְשׁוֹט	likˈʃot
לְלַטֵף	lelaˈtef
קנאי	kaˈnaj
שתיקה	ʃtiˈka
לְהַגְלִיד	lehagˈlid
הצטברות	hitstabˈrut
לְהִישַׁאֵף	lehiʃaˈʔef
שֵׁהַכְּנֵסֵת	ʃeaˈkneset
גמירה	gmiˈra
הָעִיר	haˈʔir
לְייַשֵּׁר	lejaˈʃer
מציאותי	metsiʔuˈti
שלוחה	ʃluˈxa
הֶכְרֵחִי	hexreˈxi
לְהִיבַּעוֹת	lehibaˈʔot
לְהָנִיא	lehaˈni
לְהִתְחַלֵף	lehitxaˈlef
חַטוּף	xaˈtuf
לִסְכּוֹךְ	lisˈkox
שֶׂה	ˈse
לבייץ	levaˈjets
באמצעות	beʔemtsaˈʔut
לִגְמוֹל	ligˈmol
לְהַזְנִיק	lehazˈnik
לְהַנְחִיל	lehanˈxil
לְהִתְחַתֵּן	lehitxaˈten
דרור	dˈror
לְקוֹנֵן	lekoˈnen
לְאַייֵד	leʔaˈjed
כהן	koˈhen
כַּחוֹל	kaˈxol
לְהַתְרוֹת	lehatˈrot
לִפְגוֹם	lifˈgom
לאזור	leʔeˈzor
לְהִתְגָּאוֹת	lehitgaˈʔot
לְשַׁכֵּן	leʃaˈken
חַשׂוּךְ	xaˈsux
לְהִתְנַגֵּד	lehitnaˈged
אֲפִילּוּ	aˈfilu
לְתַקֵף	letaˈkef
התפתחות	hitpatˈxut
לְרַכֵּז	leraˈkez
להישלל	lehiʃaˈlel
לִכְבּוֹד	lixˈbod
צַפִיר	tsaˈfir
פישוק	piˈsuk
מַעַרִיךְ	maʔaˈrix
שֵׁאַמַר	ʃeʔaˈmar
נֶגֶף	ˈnegef
עוֹנֶשׁ	ˈoneʃ
מלון	meˈlon
טָבוּעַ	taˈvua
לְהַקְרִיחַ	lehakˈriax
הרכבה	harkaˈva
מִן	ˈmin
בַּשַׂר	baˈsar
אַלְמָן	alˈman
שָׂכָר	saˈxar
עַגְבָנִייָּה	agvaniˈja
לְהִתְעַטֵף	lehitʔaˈtef
כּוֹשֶׁר	ˈkoʃer
רותם	ˈrotem
כַּסֶּפֶת	kaˈsefet
להיזכר	lehizaˈxer
נסיבה	nesiˈba
נפילה	nefiˈla
לְהִתְעַלֵל	lehitʔaˈlel
לפכות	lefaˈkot
מוּכְרָח	muxˈrax
לְהָחֵל	lehaˈxel
לְדִבְרֵי	ledivˈrei
לְהַסְלִים	lehasˈlim
לְהִתְחַתֵן	lehitxaˈten
לְהַחֲיוֹת	lehaxaˈjot
לְעַבֵּד	leʔaˈbed
חָרִיץ	xaˈrits
להתבטא	lehitbaˈte
קוטב	ˈkotev
לְהִתְחַייֵב	lehitxaˈjev
לִטְבּוֹחַ	litˈboax
לְהַזִין	lehaˈzin
להסוות	lehasˈvot
מִזְווָד	mizˈvad
הוֹדַעַה	hodaˈʔa
לִזְקוֹף	lizˈkof
מְיוּשָּׁן	mejuˈʃan
שַׁחְמַט	ʃaxˈmat
שַׂמֵחַ	saˈmeax
לְהִינַעֵץ	lehinaˈʔets
לדדות	ledaˈdot
שַׂעַרַה	saʔaˈra
אַשׁוּר	aˈʃur
לְאוֹתֵת	leʔoˈtet
לְשַׁעֵר	leʃaˈʔer
גִּמְלָה	gimˈla
להימצא	lehimatˈse
לְהִתְחָרוֹת	lehitxaˈrot
סַבִיךְ	saˈvix
לְפַטֵם	lefaˈtem
רווח	ˈrevax
תוֹסֵפֵת	toˈsefet
ליישב	lejaˈʃev
מוּשְׁלָם	muʃˈlam
מַשׁוּל	maˈʃul
אַשְׁכַּרַה	ˈaʃkara
מחוז	maˈxoz
מְבוּגַר	mevuˈgar
להיטגן	lehitaˈgen
אַבַּא	ˈaba
להשתנות	lehiʃtaˈnot
מִפְרָשׂ	mifˈras
דִּבְרֵי	divˈrej
מִישֵׁהוּ	ˈmiʃehu
שירה	ʃiˈra
לַחְמוֹד	laxˈmod
וֶתֶק	ˈvetek
הִתְנַסְחוּת	hitnasˈxut
לַהַגוֹת	lahaˈgot
להירגע	leheraˈgea
תִּיקְשׁוּר	tikˈʃur
לברא	levaˈre
כהה	keˈhe
לְהִתְמַהְמֵהַ	lehitmahˈmea
קציר	katˈsir
חֶרֶס	ˈxeres
מארז	maʔaˈraz
לענג	leʔaˈneg
כרוכית	kruˈxit
צבוע	tsaˈvua
מספריים	mispaˈrajim
נעול	naˈʔul
כחול	kaˈxol
להשהות	lehaʃˈhot
גָּדָה	gaˈda
הכסף	haˈkesef
כַּשִׁיר	kaˈʃir
חַזַרַה	xazaˈra
תַקְלִיט	takˈlit
לְהִינָּגֵף	lehinaˈgef
לְהַשְׁלִיךְ	lehaʃˈlix
קְפִיצַה	kfitˈsa
לְהַזִים	lehaˈzim
גַּבָּה	gaˈba
הֲצָצָה	hatsatˈsa
לְאוֹרֵךְ	leˈʔorex
כבאי	kaˈbaj
לִמְחוֹת	limˈxot
לאזוק	leʔeˈzok
באר	beˈʔer
גנן	gaˈnan
לזמור	lizˈmor
גַדֵר	gaˈder
מַשְׁאֵף	maʃˈʔef
שַׁגוּר	ʃaˈgur
להתעבש	lehitʔaˈbeʃ
להזהיב	lehazˈhiv
לְתַאֵם	letaˈʔem
כֶּסֶף	ˈkesef
חריגה	xariˈga
לְהִיכַּלֵא	lehikaˈle
הֲבָנָה	havaˈna
למחוט	limˈxot
לסבך	lesaˈbex
להאמיר	lehaʔaˈmir
נברשת	nivˈreʃet
מֶתֶג	ˈmeteg
לָשׂוּחַ	laˈsuax
רובה	roˈve
אַכְלַן	axˈlan
מַדַף	maˈdaf
שִׁכְבַה	ʃixˈva
הַעִיר	haˈʔir
כְּתִיב	kˈtiv
לַלֵכֵת	laˈlexet
לְקִיחַה	lekiˈxa
שָׁחוּם	ʃaˈxum
לְהַשְׁחִיר	lehaʃˈxir
הַמְרַאַה	hamraˈʔa
שְׁאֵלוֹן	ʃeʔeˈlon
מוֹעֹמַדוּת	moʔomaˈdut
להשתכח	lehiʃtaˈkeax
חַשׁוּד	xaˈʃud
לְהִתְחַלֵק	lehitxaˈlek
פַּקִיד	paˈkid
לְהֵיעָתֵר	leheʔaˈter
ספורט	sˈport
קִילְקוּל	kilˈkul
לבשר	levaˈser
כתוב	kaˈtuv
לִפְעֹל	lifˈʔol
דַגוּל	daˈgul
רְבִיעִי	reviˈʔi
לְהִשְׁתַּפְעֵל	lehiʃtafˈʔel
מערכה	maʔaraˈxa
מטרייה	mitriˈja
דַהוּי	daˈhuj
וּבֵין	uˈvejn
ישועה	jeʃuˈʔa
להתאים	lehatˈʔim
הָזוּי	haˈzuj
לְהִימַכֵר	lehimaˈxer
לִיצוֹר	litˈsor
פִּיהוּק	piˈhuk
מעבורת	maʔaˈboret
חַרַטַה	xaraˈta
לְהִתְמַסֵּר	lehitmaˈser
מְמוּשְׁמָע	memuʃˈma
מִילּוּי	miˈluj
האחרונות	haʔaxaroˈnot
חַבֵרַי	xaveˈraj
רָשׁ	ˈraʃ
לִנְדּוֹב	linˈdov
לְהִזְדַּקֵּף	lehizdaˈkef
הפקר	hefˈker
עֲרָבָה	araˈva
לְהִיגָּרֵם	lehigaˈrem
לֶאֱגוֹד	leʔeˈgod
לָזוּב	laˈzuv
לשחות	lisˈxot
בקרת	biˈkoret
צָווָאר	tsaˈvar
הַתְקַנַה	hatkaˈna
פיקח	piˈkeax
הַבִּיטַחוֹן	habitaˈxon
גְזִירַה	gziˈra
מִשְׁכַּן	miʃˈkan
עַלִילַה	aliˈla
בֵּקַע	ˈbeka
מוֹלִיךְ	moˈlix
הַבִּטָּחוֹן	habitaˈxon
לְהַרְהִיב	leharˈhiv
להשתומם	lehiʃtoˈmem
עוּבָּר	uˈbar
מגיעים	magiˈʔim
שַׁעֲווָה	ʃaʔaˈva
תור	ˈtor
לֵאֵגוֹד	leʔeˈgod
קטום	kaˈtum
שֵׁנְהַבִּי	ʃenhaˈbi
לבד	leˈvad
לנחור	linˈxor
חַשַׁאִיוּת	xaʃaʔiˈjut
פקוח	paˈkuax
תְּשׂוּמָה	tsuˈma
נימנום	nimˈnum
סרפד	sirˈpad
רַאשֵׁי	raˈʃei
התנצרות	hitnatsˈrut
אלימות	aliˈmut
לְהֵיחָסֵךְ	lehexaˈsex
לְהִתְקַשֵׁט	lehitkaˈʃet
מַעֲגָל	maʔaˈgal
תּוֹכְנִית	toxˈnit
לְהַשִׂיא	lehaˈsi
תספורת	tisˈporet
לְהִתְפַקְשֵׁשׁ	lehitfakˈʃeʃ
צִבְעוֹנִיּוּת	tsivʔoniˈjut
מְקוּטַע	mekuˈta
תאווה	taʔaˈva
לְהִתְעַבֵּשׁ	lehitʔaˈbeʃ
לאחזר	leʔaxˈzer
מצרך	mitsˈrax
גַמַל	gaˈmal
הַשָּׁנִים	haʃaˈnim
לְהִתְלַמֵּד	lehitlaˈmed
גְּלוּיָה	gluˈja
להתקרא	lehitkaˈre
קלשון	kilˈʃon
להגריל	lehagˈril
גְּזִירָה	gziˈra
